subject,difficulty,condition,size,arousal,t_s
4,1,3,large,1.8192883793394712,14.9921875
4,1,3,large,2.1269087326960845,16.9921875
4,1,3,large,1.818606169414544,18.9921875
4,1,3,large,5.118342628690799,20.9921875
4,1,3,large,6.3493876060466965,22.9921875
4,1,3,large,7.901419142766023,24.9921875
4,1,3,large,14.545444218519552,26.9921875
4,1,3,large,7.17519397289356,28.98828125
4,1,3,medium,6.931827390746082,31.0
4,1,3,medium,24.029384731327884,33.0
4,1,3,medium,17.547298222683004,35.00390625
4,1,3,medium,20.779967987500747,37.0
4,1,3,medium,22.28312262977383,39.00390625
4,1,3,medium,61.1847371627242,41.0
4,1,3,medium,37.731471159725565,43.015625
4,1,3,medium,61.92868060787873,45.015625
4,1,3,medium,49.5881488341025,47.015625
4,1,1,large,1.0659490947899535,2.9921875
4,1,1,large,0.8111929556454289,4.9921875
4,1,1,large,1.9176281498122945,6.9921875
4,1,1,large,4.483285945270883,8.9921875
4,1,1,large,2.4418536322397983,10.9921875
4,1,1,large,2.483698007395918,12.9921875
4,1,1,large,2.0302694294054238,14.9921875
4,1,1,large,2.174905638692379,17.00390625
4,1,1,large,0.5987061396716796,19.00390625
4,1,1,large,0.16580506254150695,21.00390625
4,1,1,large,8.099476564836406,23.00390625
4,1,1,large,54.927553822839016,25.015625
4,1,1,large,86.88804013448183,27.015625
4,1,1,large,81.72805660706642,29.015625
4,0,3,large,1.6744918876618686,2.9921875
4,0,3,large,1.9142282117457292,4.9921875
4,0,3,large,1.9101754386585597,6.9921875
4,0,3,large,1.821109967863622,8.99609375
4,0,3,large,1.5018607327552274,10.9921875
4,0,3,large,0.8018266739748979,12.9921875
4,0,3,large,0.8552489948978765,14.9921875
4,0,3,large,1.5576313198570682,16.98828125
4,0,3,large,2.1365505599449843,19.00390625
4,0,3,large,4.0174512757324745,21.015625
4,0,3,large,1.9047486790827763,23.03125
4,0,3,large,1.3917829334820737,25.03125
4,0,3,large,3.8958912953440397,27.03125
4,0,3,large,3.9995531590823328,29.03125
4,0,3,medium,19.020923122416043,31.05859375
4,0,3,medium,33.954649857878486,33.0546875
4,0,3,medium,54.382784362498626,35.08203125
4,0,3,medium,64.86415326218199,37.08203125
4,0,3,medium,38.912066280000815,39.08203125
4,0,3,medium,26.94411023704898,41.09765625
4,0,3,medium,28.96227543567764,43.09375
4,0,3,medium,26.86062972432704,45.09375
4,0,3,medium,30.206749931842424,47.109375
4,0,3,medium,50.19786554765253,49.1484375
4,0,3,medium,52.547639918546665,51.16015625
4,0,3,medium,39.144698516410074,53.17578125
4,0,3,medium,31.040022638962895,55.17578125
4,0,3,medium,20.272007876332154,57.17578125
4,0,3,medium,24.645791174411386,59.19921875
4,0,3,small,19.138060155238424,61.21484375
4,0,3,small,58.821609786886484,63.2265625
4,0,3,small,60.91866009125438,65.2265625
4,0,3,small,61.9163903036057,67.23828125
4,0,3,small,72.07386404362113,69.23828125
4,0,3,small,72.55248098325535,71.25390625
4,0,3,small,82.2956346906937,73.265625
4,0,3,small,82.43448468294669,75.265625
4,0,3,small,74.55254036037078,77.29296875
4,0,3,small,94.09920805372688,79.3203125
4,0,3,small,97.52185577708906,81.33203125
4,0,3,small,89.41216998875458,83.34375
4,0,3,small,82.23229414940249,85.34375
4,0,3,small,73.52321496151205,87.359375
4,1,2,large,1.1704455641930473,2.9921875
4,1,2,large,2.0670155708637434,4.9921875
4,1,2,large,1.894779829112405,6.9921875
4,1,2,large,2.7654497127577224,8.9921875
4,1,2,large,2.6386722962184317,10.9921875
4,1,2,large,0.9828143274263806,12.9921875
4,1,2,large,1.4223401484406575,14.9921875
4,1,2,large,2.647754783959013,16.9921875
4,1,2,large,3.2601904769822343,18.9921875
4,1,2,large,10.89869029328073,20.9921875
4,1,2,large,10.577880633201325,23.00390625
4,1,2,large,20.344254446891963,25.00390625
4,1,2,large,12.12917046527815,27.00390625
4,1,2,large,6.283256029252998,29.00390625
4,1,2,medium,4.13650733226965,31.00390625
4,1,2,medium,2.976051000830222,33.00390625
4,1,2,medium,0.8538460091797178,35.00390625
4,1,2,medium,1.2086287191518679,37.015625
4,1,2,medium,5.889902559576641,39.015625
4,1,2,medium,2.4140517656420935,41.015625
4,1,2,medium,3.50581047594088,43.015625
4,1,2,medium,31.19983269888423,45.03125
4,1,2,medium,20.644447875585882,47.03125
4,1,2,medium,83.90009356182398,49.03515625
4,1,2,medium,89.81421172742054,51.02734375
4,1,2,medium,98.55038113006,53.04296875
4,1,2,medium,95.68216286193886,55.04296875
4,1,2,medium,63.25425684920823,57.04296875
4,1,2,medium,56.48846948266473,59.04296875
4,1,2,small,75.04889291344551,61.04296875
4,1,2,small,81.54968457255427,63.0546875
4,0,1,large,6.868844447355299,2.9921875
4,0,1,large,18.860955323652064,5.0
4,0,1,large,9.349252667365782,6.9921875
4,0,1,large,3.708462060986106,8.9921875
4,0,1,large,1.591669508293204,10.9921875
4,0,1,large,2.6161945967380045,12.9921875
4,0,1,large,1.9510514124651217,14.9921875
